0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	
-2.09285e-005	-1.32138e-005	-1.159e-005	-1.18359e-005	-1.29583e-005	-1.43533e-005	-1.55285e-005	-1.60811e-005	1.60811e-005	1.55285e-005	1.43533e-005	1.29583e-005	1.18359e-005	1.159e-005	1.32138e-005	2.09285e-005	
-1.71031e-005	-1.135e-005	-1.0757e-005	-1.15826e-005	-1.30343e-005	-1.45203e-005	-1.57406e-005	-1.6323e-005	1.6323e-005	1.57406e-005	1.45203e-005	1.30343e-005	1.15826e-005	1.0757e-005	1.135e-005	1.71031e-005	
-1.38926e-005	-1.00402e-005	-1.02735e-005	-1.14857e-005	-1.31189e-005	-1.46209e-005	-1.57933e-005	-1.63874e-005	1.63874e-005	1.57933e-005	1.46209e-005	1.31189e-005	1.14857e-005	1.02735e-005	1.00402e-005	1.38926e-005	
-1.12279e-005	-9.17629e-006	-1.00473e-005	-1.1494e-005	-1.31708e-005	-1.46392e-005	-1.57016e-005	-1.62796e-005	1.62796e-005	1.57016e-005	1.46392e-005	1.31708e-005	1.1494e-005	1.00473e-005	9.17629e-006	1.12279e-005	
-9.04419e-006	-8.66275e-006	-9.99474e-006	-1.15597e-005	-1.31706e-005	-1.4556e-005	-1.54889e-005	-1.60097e-005	1.60097e-005	1.54889e-005	1.4556e-005	1.31706e-005	1.15597e-005	9.99474e-006	8.66275e-006	9.04419e-006	
-7.28044e-006	-8.41492e-006	-1.00462e-005	-1.16369e-005	-1.31141e-005	-1.43598e-005	-1.51733e-005	-1.55966e-005	1.55966e-005	1.51733e-005	1.43598e-005	1.31141e-005	1.16369e-005	1.00462e-005	8.41492e-006	7.28044e-006	
-5.88016e-006	-8.35742e-006	-1.01475e-005	-1.16857e-005	-1.29998e-005	-1.40557e-005	-1.47603e-005	-1.50683e-005	1.50683e-005	1.47603e-005	1.40557e-005	1.29998e-005	1.16857e-005	1.01475e-005	8.35742e-006	5.88016e-006	
-4.7911e-006	-8.42404e-006	-1.02578e-005	-1.16786e-005	-1.2821e-005	-1.36637e-005	-1.42482e-005	-1.4456e-005	1.4456e-005	1.42482e-005	1.36637e-005	1.2821e-005	1.16786e-005	1.02578e-005	8.42404e-006	4.7911e-006	
-3.96531e-006	-8.55814e-006	-1.03466e-005	-1.16019e-005	-1.25674e-005	-1.32073e-005	-1.3642e-005	-1.37867e-005	1.37867e-005	1.3642e-005	1.32073e-005	1.25674e-005	1.16019e-005	1.03466e-005	8.55814e-006	3.96531e-006	
-3.35906e-006	-8.71336e-006	-1.03913e-005	-1.14528e-005	-1.22324e-005	-1.26996e-005	-1.29634e-005	-1.30776e-005	1.30776e-005	1.29634e-005	1.26996e-005	1.22324e-005	1.14528e-005	1.03913e-005	8.71336e-006	3.35906e-006	
-2.93276e-006	-8.85375e-006	-1.03767e-005	-1.12333e-005	-1.18194e-005	-1.21411e-005	-1.22474e-005	-1.23373e-005	1.23373e-005	1.22474e-005	1.21411e-005	1.18194e-005	1.12333e-005	1.03767e-005	8.85375e-006	2.93276e-006	
-2.65089e-006	-8.95349e-006	-1.02938e-005	-1.09463e-005	-1.13404e-005	-1.15288e-005	-1.15274e-005	-1.15727e-005	1.15727e-005	1.15274e-005	1.15288e-005	1.13404e-005	1.09463e-005	1.02938e-005	8.95349e-006	2.65089e-006	
-2.48193e-006	-8.99607e-006	-1.01391e-005	-1.05947e-005	-1.081e-005	-1.08691e-005	-1.0819e-005	-1.07955e-005	1.07955e-005	1.0819e-005	1.08691e-005	1.081e-005	1.05947e-005	1.01391e-005	8.99607e-006	2.48193e-006	
-2.39829e-006	-8.97299e-006	-9.91327e-006	-1.01831e-005	-1.02406e-005	-1.01821e-005	-1.01172e-005	-1.00231e-005	1.00231e-005	1.01172e-005	1.01821e-005	1.02406e-005	1.01831e-005	9.91327e-006	8.97299e-006	2.39829e-006	
-2.37615e-006	-8.88213e-006	-9.61962e-006	-9.71846e-006	-9.6422e-006	-9.49351e-006	-9.4082e-006	-9.27362e-006	9.27362e-006	9.4082e-006	9.49351e-006	9.6422e-006	9.71846e-006	9.61962e-006	8.88213e-006	2.37615e-006	
-2.39538e-006	-8.72588e-006	-9.26418e-006	-9.21008e-006	-9.02574e-006	-8.82076e-006	-8.68685e-006	-8.55726e-006	8.55726e-006	8.68685e-006	8.82076e-006	9.02574e-006	9.21008e-006	9.26418e-006	8.72588e-006	2.39538e-006	
-2.43929e-006	-8.50948e-006	-8.85552e-006	-8.66917e-006	-8.40413e-006	-8.16576e-006	-7.96658e-006	-7.87294e-006	7.87294e-006	7.96658e-006	8.16576e-006	8.40413e-006	8.66917e-006	8.85552e-006	8.50948e-006	2.43929e-006	
-2.49442e-006	-8.23964e-006	-8.40473e-006	-8.10861e-006	-7.78918e-006	-7.52055e-006	-7.27267e-006	-7.21178e-006	7.21178e-006	7.27267e-006	7.52055e-006	7.78918e-006	8.10861e-006	8.40473e-006	8.23964e-006	2.49442e-006	
-2.55022e-006	-7.92392e-006	-7.92494e-006	-7.54222e-006	-7.18692e-006	-6.88052e-006	-6.62547e-006	-6.56568e-006	6.56568e-006	6.62547e-006	6.88052e-006	7.18692e-006	7.54222e-006	7.92494e-006	7.92392e-006	2.55022e-006	
-2.59874e-006	-7.57042e-006	-7.43037e-006	-6.98268e-006	-6.59687e-006	-6.25331e-006	-6.02704e-006	-5.9344e-006	5.9344e-006	6.02704e-006	6.25331e-006	6.59687e-006	6.98268e-006	7.43037e-006	7.57042e-006	2.59874e-006	
-2.6343e-006	-7.18799e-006	-6.93463e-006	-6.4386e-006	-6.01738e-006	-5.6554e-006	-5.46199e-006	-5.32619e-006	5.32619e-006	5.46199e-006	5.6554e-006	6.01738e-006	6.4386e-006	6.93463e-006	7.18799e-006	2.6343e-006	
-2.65317e-006	-6.78625e-006	-6.44855e-006	-5.9132e-006	-5.45268e-006	-5.09959e-006	-4.91133e-006	-4.75184e-006	4.75184e-006	4.91133e-006	5.09959e-006	5.45268e-006	5.9132e-006	6.44855e-006	6.78625e-006	2.65317e-006	
-2.65327e-006	-6.37532e-006	-5.97825e-006	-5.4065e-006	-4.91482e-006	-4.58495e-006	-4.36786e-006	-4.2173e-006	4.2173e-006	4.36786e-006	4.58495e-006	4.91482e-006	5.4065e-006	5.97825e-006	6.37532e-006	2.65327e-006	
-2.63392e-006	-5.96488e-006	-5.52459e-006	-4.91979e-006	-4.41737e-006	-4.09848e-006	-3.841e-006	-3.72034e-006	3.72034e-006	3.841e-006	4.09848e-006	4.41737e-006	4.91979e-006	5.52459e-006	5.96488e-006	2.63392e-006	
-2.59555e-006	-5.56281e-006	-5.08546e-006	-4.45866e-006	-3.96576e-006	-3.62735e-006	-3.34832e-006	-3.25351e-006	3.25351e-006	3.34832e-006	3.62735e-006	3.96576e-006	4.45866e-006	5.08546e-006	5.56281e-006	2.59555e-006	
-2.53949e-006	-5.17394e-006	-4.65997e-006	-4.03097e-006	-3.55274e-006	-3.17105e-006	-2.90165e-006	-2.81034e-006	2.81034e-006	2.90165e-006	3.17105e-006	3.55274e-006	4.03097e-006	4.65997e-006	5.17394e-006	2.53949e-006	
-2.46767e-006	-4.79978e-006	-4.25195e-006	-3.64094e-006	-3.16383e-006	-2.7428e-006	-2.49946e-006	-2.38998e-006	2.38998e-006	2.49946e-006	2.7428e-006	3.16383e-006	3.64094e-006	4.25195e-006	4.79978e-006	2.46767e-006	
-2.38238e-006	-4.43962e-006	-3.86951e-006	-3.28436e-006	-2.78893e-006	-2.35893e-006	-2.13071e-006	-1.99696e-006	1.99696e-006	2.13071e-006	2.35893e-006	2.78893e-006	3.28436e-006	3.86951e-006	4.43962e-006	2.38238e-006	
-2.28603e-006	-4.09253e-006	-3.52003e-006	-2.95018e-006	-2.43037e-006	-2.02546e-006	-1.78555e-006	-1.63734e-006	1.63734e-006	1.78555e-006	2.02546e-006	2.43037e-006	2.95018e-006	3.52003e-006	4.09253e-006	2.28603e-006	
-2.18098e-006	-3.75902e-006	-3.20381e-006	-2.6285e-006	-2.10051e-006	-1.7332e-006	-1.46329e-006	-1.31474e-006	1.31474e-006	1.46329e-006	1.7332e-006	2.10051e-006	2.6285e-006	3.20381e-006	3.75902e-006	2.18098e-006	
-2.06948e-006	-3.44116e-006	-2.91167e-006	-2.31864e-006	-1.81079e-006	-1.46527e-006	-1.17135e-006	-1.02924e-006	1.02924e-006	1.17135e-006	1.46527e-006	1.81079e-006	2.31864e-006	2.91167e-006	3.44116e-006	2.06948e-006	
-1.95358e-006	-3.14096e-006	-2.62971e-006	-2.03006e-006	-1.56161e-006	-1.21023e-006	-9.17326e-007	-7.7924e-007	7.7924e-007	9.17326e-007	1.21023e-006	1.56161e-006	2.03006e-006	2.62971e-006	3.14096e-006	1.95358e-006	
-1.83519e-006	-2.85825e-006	-2.34868e-006	-1.77424e-006	-1.34167e-006	-9.6979e-007	-7.01969e-007	-5.63726e-007	5.63726e-007	7.01969e-007	9.6979e-007	1.34167e-006	1.77424e-006	2.34868e-006	2.85825e-006	1.83519e-006	
-1.716e-006	-2.58977e-006	-2.0711e-006	-1.55386e-006	-1.13689e-006	-7.55345e-007	-5.18977e-007	-3.82742e-007	3.82742e-007	5.18977e-007	7.55345e-007	1.13689e-006	1.55386e-006	2.0711e-006	2.58977e-006	1.716e-006	
-1.59744e-006	-2.33075e-006	-1.80993e-006	-1.35853e-006	-9.4096e-007	-5.77161e-007	-3.60995e-007	-2.35784e-007	2.35784e-007	3.60995e-007	5.77161e-007	9.4096e-007	1.35853e-006	1.80993e-006	2.33075e-006	1.59744e-006	
-1.48059e-006	-2.07794e-006	-1.5787e-006	-1.17164e-006	-7.58459e-007	-4.35852e-007	-2.25732e-007	-1.20101e-007	1.20101e-007	2.25732e-007	4.35852e-007	7.58459e-007	1.17164e-006	1.5787e-006	2.07794e-006	1.48059e-006	
-1.36622e-006	-1.83215e-006	-1.38038e-006	-9.83226e-007	-5.98582e-007	-3.22639e-007	-1.16567e-007	-3.08018e-008	3.08018e-008	1.16567e-007	3.22639e-007	5.98582e-007	9.83226e-007	1.38038e-006	1.83215e-006	1.36622e-006	
-1.25484e-006	-1.598e-006	-1.20379e-006	-7.97935e-007	-4.65856e-007	-2.26878e-007	-3.74516e-008	3.7076e-008	-3.7076e-008	3.74516e-008	2.26878e-007	4.65856e-007	7.97935e-007	1.20379e-006	1.598e-006	1.25484e-006	
-1.14686e-006	-1.38105e-006	-1.03118e-006	-6.31071e-007	-3.56384e-007	-1.43493e-007	1.29652e-008	8.63389e-008	-8.63389e-008	-1.29652e-008	1.43493e-007	3.56384e-007	6.31071e-007	1.03118e-006	1.38105e-006	1.14686e-006	
-1.04268e-006	-1.18402e-006	-8.51748e-007	-4.95534e-007	-2.62346e-007	-7.42037e-008	4.26298e-008	1.17275e-007	-1.17275e-007	-4.26298e-008	7.42037e-008	2.62346e-007	4.95534e-007	8.51748e-007	1.18402e-006	1.04268e-006	
-9.42699e-007	-1.00503e-006	-6.70385e-007	-3.90726e-007	-1.7956e-007	-2.27251e-008	6.17569e-008	1.29567e-007	-1.29567e-007	-6.17569e-008	2.27251e-008	1.7956e-007	3.90726e-007	6.70385e-007	1.00503e-006	9.42699e-007	
-8.47314e-007	-8.39278e-007	-5.04683e-007	-3.03026e-007	-1.10344e-007	1.06817e-008	7.67198e-008	1.24922e-007	-1.24922e-007	-7.67198e-008	-1.06817e-008	1.10344e-007	3.03026e-007	5.04683e-007	8.39278e-007	8.47314e-007	
-7.56783e-007	-6.82809e-007	-3.72051e-007	-2.17567e-007	-5.9026e-008	3.03541e-008	8.72278e-008	1.08237e-007	-1.08237e-007	-8.72278e-008	-3.03541e-008	5.9026e-008	2.17567e-007	3.72051e-007	6.82809e-007	7.56783e-007	
-6.7121e-007	-5.35768e-007	-2.76961e-007	-1.31095e-007	-2.49823e-008	4.19072e-008	8.87778e-008	8.63048e-008	-8.63048e-008	-8.87778e-008	-4.19072e-008	2.49823e-008	1.31095e-007	2.76961e-007	5.35768e-007	6.7121e-007	
-5.90589e-007	-4.0252e-007	-2.08198e-007	-5.45524e-008	-7.35463e-010	4.84602e-008	7.80032e-008	6.49903e-008	-6.49903e-008	-7.80032e-008	-4.84602e-008	7.35463e-010	5.45524e-008	2.08198e-007	4.0252e-007	5.90589e-007	
-5.1491e-007	-2.88689e-007	-1.48001e-007	-2.94385e-009	2.23571e-008	5.01045e-008	5.65992e-008	4.6926e-008	-4.6926e-008	-5.65992e-008	-5.01045e-008	-2.23571e-008	2.94385e-009	1.48001e-007	2.88689e-007	5.1491e-007	
-4.44252e-007	-1.97342e-007	-8.54691e-008	1.8753e-008	4.60607e-008	4.64404e-008	3.11569e-008	3.12778e-008	-3.12778e-008	-3.11569e-008	-4.64404e-008	-4.60607e-008	-1.8753e-008	8.54691e-008	1.97342e-007	4.44252e-007	
-3.78805e-007	-1.27119e-007	-2.35517e-008	2.12387e-008	6.30384e-008	3.88642e-008	9.56225e-009	1.55994e-008	-1.55994e-008	-9.56225e-009	-3.88642e-008	-6.30384e-008	-2.12387e-008	2.35517e-008	1.27119e-007	3.78805e-007	
-3.18795e-007	-7.34528e-008	2.54564e-008	2.29775e-008	6.35377e-008	3.00071e-008	-3.20571e-009	-1.58685e-009	1.58685e-009	3.20571e-009	-3.00071e-008	-6.35377e-008	-2.29775e-008	-2.54564e-008	7.34528e-008	3.18795e-007	
-2.64397e-007	-3.16383e-008	5.14267e-008	3.54662e-008	4.55311e-008	2.12295e-008	-7.27367e-009	-1.91775e-008	1.91775e-008	7.27367e-009	-2.12295e-008	-4.55311e-008	-3.54662e-008	-5.14267e-008	3.16383e-008	2.64397e-007	
-2.15661e-007	7.48746e-010	5.50883e-008	5.44554e-008	1.89408e-008	1.14024e-008	-7.19558e-009	-3.37949e-008	3.37949e-008	7.19558e-009	-1.14024e-008	-1.89408e-008	-5.44554e-008	-5.50883e-008	-7.48746e-010	2.15661e-007	
-1.72511e-007	2.37408e-008	4.70998e-008	6.4732e-008	-6.61942e-010	-1.18707e-009	-9.116e-009	-4.17685e-008	4.17685e-008	9.116e-009	1.18707e-009	6.61942e-010	-6.4732e-008	-4.70998e-008	-2.37408e-008	1.72511e-007	
-1.34788e-007	3.68045e-008	3.91824e-008	5.42711e-008	-4.06219e-009	-1.56258e-008	-1.72117e-008	-4.15864e-008	4.15864e-008	1.72117e-008	1.56258e-008	4.06219e-009	-5.42711e-008	-3.91824e-008	-3.68045e-008	1.34788e-007	
-1.02295e-007	4.07398e-008	3.54846e-008	2.54713e-008	4.21933e-009	-2.75724e-008	-3.09994e-008	-3.53162e-008	3.53162e-008	3.09994e-008	2.75724e-008	-4.21933e-009	-2.54713e-008	-3.54846e-008	-4.07398e-008	1.02295e-007	
-7.48041e-008	3.80189e-008	3.14667e-008	-6.13555e-009	9.86833e-009	-3.24342e-008	-4.50093e-008	-2.79678e-008	2.79678e-008	4.50093e-008	3.24342e-008	-9.86833e-009	6.13555e-009	-3.14667e-008	-3.80189e-008	7.48041e-008	
-5.20345e-008	3.15068e-008	2.05267e-008	-2.43531e-008	9.53995e-010	-2.9871e-008	-5.16219e-008	-2.48759e-008	2.48759e-008	5.16219e-008	2.9871e-008	-9.53995e-010	2.43531e-008	-2.05267e-008	-3.15068e-008	5.20345e-008	
-3.36389e-008	2.29558e-008	1.80452e-009	-2.50399e-008	-2.19806e-008	-2.50413e-008	-4.61212e-008	-2.84644e-008	2.84644e-008	4.61212e-008	2.50413e-008	2.19806e-008	2.50399e-008	-1.80452e-009	-2.29558e-008	3.36389e-008	
-1.92111e-008	1.27195e-008	-1.8019e-008	-1.82576e-008	-4.64438e-008	-2.47123e-008	-3.09452e-008	-3.6463e-008	3.6463e-008	3.09452e-008	2.47123e-008	4.64438e-008	1.82576e-008	1.8019e-008	-1.27195e-008	1.92111e-008	
-8.31773e-009	8.64658e-010	-3.03269e-008	-1.84558e-008	-5.84389e-008	-3.1368e-008	-1.55906e-008	-4.30835e-008	4.30835e-008	1.55906e-008	3.1368e-008	5.84389e-008	1.84558e-008	3.03269e-008	-8.64658e-010	8.31773e-009	
-5.26541e-010	-1.1504e-008	-3.21952e-008	-3.16058e-008	-5.36859e-008	-4.08446e-008	-1.10437e-008	-4.2837e-008	4.2837e-008	1.10437e-008	4.08446e-008	5.36859e-008	3.16058e-008	3.21952e-008	1.1504e-008	5.26541e-010	
4.59219e-009	-2.20928e-008	-2.89497e-008	-5.0418e-008	-4.02104e-008	-4.6085e-008	-2.18814e-008	-3.46494e-008	3.46494e-008	2.18814e-008	4.6085e-008	4.02104e-008	5.0418e-008	2.89497e-008	2.20928e-008	-4.59219e-009	
7.48376e-009	-2.87068e-008	-2.92689e-008	-6.13184e-008	-3.07518e-008	-4.38128e-008	-4.19535e-008	-2.32727e-008	2.32727e-008	4.19535e-008	4.38128e-008	3.07518e-008	6.13184e-008	2.92689e-008	2.87068e-008	-7.48376e-009	
8.61909e-009	-3.08559e-008	-3.72164e-008	-5.65791e-008	-3.21902e-008	-3.78139e-008	-5.78241e-008	-1.6562e-008	1.6562e-008	5.78241e-008	3.78139e-008	3.21902e-008	5.65791e-008	3.72164e-008	3.08559e-008	-8.61909e-009	
8.4727e-009	-3.01812e-008	-4.83469e-008	-4.09118e-008	-4.11249e-008	-3.54083e-008	-5.83906e-008	-2.01574e-008	2.01574e-008	5.83906e-008	3.54083e-008	4.11249e-008	4.09118e-008	4.83469e-008	3.01812e-008	-8.4727e-009	
7.47269e-009	-2.91944e-008	-5.34093e-008	-2.71548e-008	-4.85785e-008	-4.01709e-008	-4.36671e-008	-3.33024e-008	3.33024e-008	4.36671e-008	4.01709e-008	4.85785e-008	2.71548e-008	5.34093e-008	2.91944e-008	-7.47269e-009	
5.95488e-009	-2.93091e-008	-4.64893e-008	-2.53066e-008	-4.85811e-008	-4.79068e-008	-2.54815e-008	-4.90362e-008	4.90362e-008	2.54815e-008	4.79068e-008	4.85811e-008	2.53066e-008	4.64893e-008	2.93091e-008	-5.95488e-009	
4.1537e-009	-2.98059e-008	-3.05559e-008	-3.45625e-008	-4.2602e-008	-5.02099e-008	-1.87805e-008	-5.88867e-008	5.88867e-008	1.87805e-008	5.02099e-008	4.2602e-008	3.45625e-008	3.05559e-008	2.98059e-008	-4.1537e-009	
2.23544e-009	-2.86274e-008	-1.56229e-008	-4.48257e-008	-3.6515e-008	-4.27625e-008	-2.99471e-008	-5.87198e-008	5.87198e-008	2.99471e-008	4.27625e-008	3.6515e-008	4.48257e-008	1.56229e-008	2.86274e-008	-2.23544e-009	
3.45924e-010	-2.43678e-008	-1.1009e-008	-4.57191e-008	-3.40643e-008	-3.05538e-008	-5.15012e-008	-5.13663e-008	5.13663e-008	5.15012e-008	3.05538e-008	3.40643e-008	4.57191e-008	1.1009e-008	2.43678e-008	-3.45924e-010	
-1.3669e-009	-1.78112e-008	-1.8075e-008	-3.50318e-008	-3.36478e-008	-2.44539e-008	-6.77896e-008	-4.40464e-008	4.40464e-008	6.77896e-008	2.44539e-008	3.36478e-008	3.50318e-008	1.8075e-008	1.78112e-008	1.3669e-009	
-2.77323e-009	-1.17184e-008	-2.92901e-008	-1.97635e-008	-3.12806e-008	-3.14745e-008	-6.73235e-008	-4.2657e-008	4.2657e-008	6.73235e-008	3.14745e-008	3.12806e-008	1.97635e-008	2.92901e-008	1.17184e-008	2.77323e-009	
-3.80662e-009	-8.97267e-009	-3.42167e-008	-9.7513e-009	-2.60852e-008	-4.74008e-008	-5.17424e-008	-4.74285e-008	4.74285e-008	5.17424e-008	4.74008e-008	2.60852e-008	9.7513e-009	3.42167e-008	8.97267e-009	3.80662e-009	
-4.49372e-009	-1.05026e-008	-2.75343e-008	-9.92963e-009	-2.21341e-008	-5.90874e-008	-3.39993e-008	-5.32776e-008	5.32776e-008	3.39993e-008	5.90874e-008	2.21341e-008	9.92963e-009	2.75343e-008	1.05026e-008	4.49372e-009	
-4.9384e-009	-1.45724e-008	-1.29196e-008	-1.75534e-008	-2.43645e-008	-5.52778e-008	-2.73378e-008	-5.43114e-008	5.43114e-008	2.73378e-008	5.52778e-008	2.43645e-008	1.75534e-008	1.29196e-008	1.45724e-008	4.9384e-009	
-5.26389e-009	-1.7979e-008	-1.51487e-010	-2.57211e-008	-3.2615e-008	-3.67683e-008	-3.43921e-008	-4.8608e-008	4.8608e-008	3.43921e-008	3.67683e-008	3.2615e-008	2.57211e-008	1.51487e-010	1.7979e-008	5.26389e-009	
-5.5487e-009	-1.82779e-008	1.98476e-009	-2.9224e-008	-4.0181e-008	-1.66279e-008	-4.55907e-008	-3.93538e-008	3.93538e-008	4.55907e-008	1.66279e-008	4.0181e-008	2.9224e-008	-1.98476e-009	1.82779e-008	5.5487e-009	
-5.79749e-009	-1.54519e-008	-8.34098e-009	-2.76686e-008	-3.91273e-008	-9.60451e-009	-4.79974e-008	-3.16575e-008	3.16575e-008	4.79974e-008	9.60451e-009	3.91273e-008	2.76686e-008	8.34098e-009	1.54519e-008	5.79749e-009	
-5.96421e-009	-1.1899e-008	-2.51212e-008	-2.41478e-008	-2.78375e-008	-1.95446e-008	-3.67333e-008	-2.80424e-008	2.80424e-008	3.67333e-008	1.95446e-008	2.78375e-008	2.41478e-008	2.51212e-008	1.1899e-008	5.96421e-009	
-6.00953e-009	-1.08117e-008	-3.87345e-008	-2.17917e-008	-1.35549e-008	-3.58493e-008	-1.90052e-008	-2.6598e-008	2.6598e-008	1.90052e-008	3.58493e-008	1.35549e-008	2.17917e-008	3.87345e-008	1.08117e-008	6.00953e-009	
